time_board,marker
1730410040.1207411,3.0
1730410040.124886,3.0
1730410040.1288033,3.0
1730410040.132887,3.0
1730410040.1377125,3.0
1730410040.1406865,3.0
1730410040.1447124,3.0
1730410040.148733,3.0
1730410040.1527288,3.0
1730410040.1568463,3.0
1730410040.1607056,3.0
1730410040.1639278,3.0
1730410040.1679611,3.0
1730410040.171888,3.0
1730410040.1767972,3.0
1730410040.1809115,3.0
1730410040.1848843,3.0
1730410040.1888788,3.0
1730410040.1919208,3.0
1730410040.1959417,3.0
1730410040.1999393,3.0
1730410040.2049563,3.0
1730410040.2089608,3.0
1730410040.212969,3.0
1730410040.216972,3.0
1730410040.2198553,3.0
1730410040.2240195,3.0
1730410040.2278087,3.0
1730410040.2320025,3.0
1730410040.2370143,3.0
1730410040.2410069,3.0
1730410040.2448783,3.0
1730410040.24803,3.0
1730410040.2520435,3.0
1730410040.2559552,3.0
1730410040.2600691,3.0
1730410040.2649565,3.0
1730410040.2690277,3.0
1730410040.2721083,3.0
1730410040.2759929,3.0
1730410040.2799616,3.0
1730410040.2840128,3.0
1730410040.2881112,3.0
1730410040.2931297,3.0
1730410040.2971463,3.0
1730410040.300142,3.0
1730410040.3040867,3.0
1730410040.3081756,3.0
1730410040.3119695,3.0
1730410040.3161862,3.0
1730410040.3210883,3.0
1730410040.3252103,3.0
1730410040.327989,3.0
1730410040.332107,3.0
1730410040.336116,3.0
1730410040.3402112,3.0
1730410040.344012,3.0
1730410040.3480773,3.0
1730410040.353022,3.0
1730410040.3560605,3.0
1730410040.3600168,3.0
1730410040.3641608,3.0
1730410040.3681304,3.0
1730410040.3721828,3.0
1730410040.377122,3.0
1730410040.380183,3.0
1730410040.3831697,3.0
1730410040.3882596,3.0
1730410040.392132,3.0
1730410040.396516,3.0
1730410040.4003932,3.0
1730410040.4054546,3.0
1730410040.4082012,3.0
1730410040.411164,3.0
1730410040.4163134,3.0
1730410040.420154,3.0
1730410040.4242392,3.0
1730410040.428196,3.0
1730410040.4322789,3.0
1730410040.4361715,3.0
1730410040.4391909,3.0
1730410040.4441943,3.0
1730410040.4482732,3.0
1730410040.4522169,3.0
1730410040.4562008,3.0
1730410040.4601865,3.0
1730410040.4642837,3.0
1730410040.4672818,3.0
1730410040.4723284,3.0
1730410040.4763584,3.0
1730410040.4804108,3.0
1730410040.4844143,3.0
1730410040.489408,3.0
1730410040.49307,3.0
1730410040.496684,3.0
1730410040.4994166,3.0
1730410040.5091512,3.0
1730410040.509177,3.0
1730410040.5161457,3.0
1730410040.5161612,3.0
1730410040.519384,3.0
1730410040.525045,3.0
1730410040.5273385,3.0
1730410040.532323,3.0
1730410040.5362873,3.0
1730410040.5405748,3.0
1730410040.543406,3.0
1730410040.5473816,3.0
1730410040.55589,3.0
1730410040.5559196,3.0
